,Hour,Minute,PM25,PM10,Temp,RH
69088,8,15,72,31,78,24.6
69089,8,30,72,31,76,24.6
69090,8,45,97,44,72,24.6
69091,9,0,97,44,71,24.6
69092,9,15,97,44,66,22.4
69093,9,30,97,44,66,19
69094,9,45,103,38,67,17.5
69095,10,0,103,38,67,19.5
69096,10,15,103,38,61,23.6
69097,10,30,103,38,59,27.1
69098,10,45,121,67,61,29.4
69099,11,0,121,67,59,28.3
69100,11,15,121,67,52,25.6
69101,11,30,121,67,53,24.6
69102,11,45,102,55,51,27.8
69103,12,0,102,55,47,29.3
69104,12,15,102,55,47,27.8
69105,12,30,102,55,48,25
69106,12,45,88,33,45,23
69107,13,0,88,33,43,21.9
69108,13,15,88,33,41,23.1
69109,13,30,88,33,40,24.9
69110,13,45,70,31,39,25.6
69111,14,0,70,31,37,25.8
69112,14,15,70,31,39,26.6
69113,14,30,70,31,40,27.9
69114,14,45,77,47,40,28.9
69115,15,0,77,47,40,29.3
69116,15,15,77,47,41,29.4
69117,15,30,77,47,40,29.6
69118,15,45,73,36,38,29.8
69119,16,0,73,36,38,29.8
69120,16,15,73,36,38,29.9
69121,16,30,73,36,36,30
69122,16,45,81,39,36,30.4
69123,17,0,81,39,37,30.1
69124,17,15,81,39,37,27.7
69125,17,30,81,39,43,25.1
69126,17,45,116,46,52,28.1
69127,18,0,116,46,56,29.6
69128,18,15,116,46,58,27.6
69129,18,30,116,46,59,25.7
69130,18,45,88,36,61,24.9
69131,19,0,88,36,64,24.8
69132,19,15,88,36,67,24.2
69133,19,30,88,36,69,22.7
69134,19,45,91,22,71,22
69135,20,0,91,22,71,25.2
69136,20,15,91,22,72,27.5
69137,20,30,91,22,73,26.9
69138,20,45,84,33,73,26.5
69139,21,0,84,33,74,26.9
69140,21,15,84,33,74,28
69141,21,30,84,33,74,28.7
69142,21,45,61,30,76,28.8
69143,22,0,61,30,76,28.7
69144,22,15,61,30,77,28.8
69145,22,30,61,30,77,29
69146,22,45,55,31,77,29.1
69147,23,0,55,31,77,29.1
69148,23,15,55,31,77,29.1
69149,23,30,55,31,78,29.1
69150,23,45,67,29,80,29.2
69151,0,0,67,29,80,29.2
69152,0,15,67,29,80,29.1
69153,0,30,67,29,80,29.1
69154,0,45,39,23,79,29.2
69155,1,0,39,23,79,29.1
69156,1,15,39,23,80,27.8
69157,1,30,39,23,80,23.3
69158,1,45,34,13,81,20.4
69159,2,0,34,13,82,19
69160,2,15,34,13,82,22
69161,2,30,34,13,82,25.7
69162,2,45,36,19,81,27.1
69163,3,0,36,19,81,27
69164,3,15,36,19,81,27.7
69165,3,30,36,19,81,26.8
69166,3,45,29,11,81,26.8
69167,4,0,29,11,82,26.9
69168,4,15,29,11,82,23.9
69169,4,30,29,11,82,21
69170,4,45,22,7,81,19.1
69171,5,0,22,7,82,17.7
69172,5,15,22,7,82,17.7
69173,5,30,22,7,82,21.1
69174,5,45,28,12,82,24.2
69175,6,0,28,12,83,26.1
69176,6,15,28,12,82,27.4
69177,6,30,28,12,82,28.1
69178,6,45,38,22,83,28.4
69179,7,0,38,22,82,28.4
69180,7,15,38,22,81,28.4
69181,7,30,38,22,80,28.5
69182,7,45,55,31,79,28.6
69183,8,0,55,31,77,28.6
69184,8,15,55,31,76,28.7
69185,8,30,55,31,75,28.7
69186,8,45,64,34,73,28.7
69187,9,0,64,34,71,28.7
69188,9,15,64,34,70,28
69189,9,30,64,34,69,26.7
69190,9,45,74,39,66,28.3
69191,10,0,74,39,65,27.6
69192,10,15,74,39,65,29.8
69193,10,30,74,39,66,30.3
69194,11,15,91,45,48,22.2
69195,11,30,91,45,47,22.2
69196,11,45,83,41,44,23.9
69197,12,0,83,41,42,24.8
69198,12,15,83,41,41,25.1
69199,12,30,83,41,40,25
69200,12,45,69,30,39,24.4
69201,13,0,69,30,38,23.7
69202,13,15,69,30,37,22.3
69203,13,30,69,30,37,21.3
69204,13,45,64,28,35,23
69205,14,0,64,28,37,25.6
69206,14,15,64,28,37,27.1
69207,14,30,64,28,36,28.4
69208,14,45,64,31,36,29.2
69209,15,0,64,31,35,29.6
69210,15,15,64,31,34,30.1
69211,15,30,64,31,33,30.4
69212,15,45,66,39,31,31.5
69213,16,0,66,39,33,31.4
69214,16,15,66,39,33,30.7
69215,16,30,66,39,31,29.6
69216,16,45,59,22,32,29.4
69217,17,0,59,22,32,29.6
69218,17,15,59,22,32,29.7
69219,17,30,59,22,33,29.7
69220,17,45,91,46,35,29.1
69221,18,0,91,46,37,26
69222,18,15,91,46,39,27.5
69223,18,30,91,46,40,29.4
69224,18,45,186,67,42,28.8
69225,19,0,186,67,41,25.7
69226,19,15,186,67,41,22.7
69227,19,30,186,67,43,21.8
69228,19,45,189,74,43,22.5
69229,20,0,189,74,43,22.6
69230,20,15,189,74,44,23.6
69231,20,30,189,74,51,24.3
69232,20,45,163,73,56,21.9
69233,21,0,163,73,59,19.7
69234,21,15,163,73,60,18.2
69235,21,30,163,73,62,19
69236,21,45,114,64,62,23.2
69237,22,0,114,64,63,25.5
69238,22,15,114,64,62,26.7
69239,22,30,114,64,62,27.4
69240,22,45,96,50,63,27.9
69241,23,0,96,50,64,28.2
69242,23,15,96,50,64,28.4
69243,23,30,96,50,64,28.5
69244,23,45,96,53,66,28.7
69245,0,0,96,53,68,28.7
69246,0,15,96,53,69,28.7
69247,0,30,96,53,71,28.8
69248,0,45,84,48,72,28.9
69249,1,0,84,48,74,28.8
69250,1,15,84,48,76,28.8
69251,1,30,84,48,78,28.8
69252,1,45,83,51,79,28.7
69253,2,0,83,51,80,25.1
69254,2,15,83,51,82,22.8
69255,2,30,83,51,83,25.8
69256,2,45,74,47,82,27.2
69257,3,0,74,47,81,28
69258,3,15,74,47,80,29.2
69259,3,30,74,47,78,29.5
69260,3,45,73,53,78,29
69261,4,0,73,53,78,28.6
69262,4,15,73,53,78,27.2
69263,4,30,73,53,79,23.3
69264,4,45,77,42,79,20.6
69265,5,0,77,42,79,18.9
69266,5,15,77,42,80,17.8
69267,5,30,77,42,80,20.5
69268,5,45,99,68,81,25.2
69269,6,15,99,68,82,28.4
69270,6,30,99,68,82,28.7
69271,6,45,75,42,83,29
69272,7,0,75,42,82,29.3
69273,7,15,75,42,82,29.1
69274,7,30,75,42,80,28.8
69275,7,45,86,58,79,28.8
69276,8,0,86,58,77,28.7
69277,8,15,86,58,75,28.7
69278,8,30,86,58,72,28.7
69279,8,45,99,61,70,28.9
69280,9,0,99,61,68,29
69281,9,15,99,61,65,29
69282,9,30,99,61,62,29.2
69283,9,45,111,50,60,29.4
69284,10,0,111,50,58,28.6
69285,10,15,111,50,54,27.4
69286,10,30,111,50,54,29.9
69287,10,45,96,41,52,29
69288,11,0,96,41,51,27.5
69289,11,15,96,41,50,25.9
69290,11,30,96,41,48,23.4
69291,11,45,88,38,45,21.9
69292,12,0,88,38,44,21.8
69293,12,15,88,38,43,23.1
69294,12,30,88,38,42,21
69295,12,45,73,40,40,19.5
69296,13,0,73,40,38,18.7
69297,13,15,73,40,39,18.5
69298,13,30,73,40,38,19.2
69299,13,45,70,34,38,18.7
69300,14,0,70,34,37,18.5
69301,14,15,70,34,36,21.3
69302,14,30,70,34,36,24.3
69303,14,45,68,33,36,26.3
69304,15,0,68,33,36,27.5
69305,15,15,68,33,36,28.3
69306,15,30,68,33,35,28.9
69307,15,45,59,27,36,29.4
69308,16,0,59,27,36,29.6
69309,16,15,59,27,37,29.6
69310,16,30,59,27,36,29.8
69311,16,45,64,35,37,29.8
69312,17,0,64,35,38,29.7
69313,17,15,64,35,37,29.7
69314,17,30,64,35,38,29.7
69315,17,45,74,36,39,29.7
69316,18,0,74,36,40,29.2
69317,18,15,74,36,41,26
69318,18,30,74,36,42,27.4
69319,18,45,105,50,43,29.8
69320,19,0,105,50,44,28.6
69321,19,15,105,50,45,27
69322,19,30,105,50,46,26.8
69323,19,45,112,56,47,23.9
69324,20,0,112,56,47,21.3
69325,20,15,112,56,48,19.7
69326,20,30,112,56,49,19
69327,20,45,121,53,50,18.7
69328,21,0,121,53,51,19.9
69329,21,15,121,53,52,21.1
69330,21,30,121,53,53,19.1
69331,21,45,112,57,54,17.5
69332,22,0,112,57,55,17.6
69333,22,15,112,57,56,20.3
69334,22,30,112,57,59,23.5
69335,22,45,86,47,63,25.5
69336,23,0,86,47,66,26.6
69337,23,15,86,47,68,27.4
69338,23,30,86,47,70,27.8
69339,0,0,81,47,73,28.3
69340,0,15,81,47,74,28.4
69341,0,30,81,47,76,28.4
69342,0,45,94,56,78,28.6
69343,1,0,94,56,78,28.6
69344,1,15,94,56,79,28.6
69345,1,30,94,56,80,28.6
69346,1,45,89,59,80,28.7
69347,2,0,89,59,79,28.5
69348,2,15,89,59,76,26
69349,2,30,89,59,72,27.3
69350,2,45,75,52,70,29.5
69351,3,0,75,52,70,29.5
69352,3,15,75,52,72,28.6
69353,3,30,75,52,74,26
69354,3,45,73,48,77,24.5
69355,4,0,73,48,78,26.2
69356,4,15,73,48,79,26.5
69357,4,30,73,48,80,25.1
69358,4,45,75,50,81,22.9
69359,5,0,75,50,82,20.9
69360,5,15,75,50,82,19.9
69361,5,30,75,50,82,19.1
69362,5,45,73,38,83,18.3
69363,6,0,73,38,83,17.6
69364,6,15,73,38,83,19.7
69365,6,30,73,38,83,23.1
69366,6,45,81,48,83,25.5
69367,7,0,81,48,82,26.8
69368,7,15,81,48,83,27.5
69369,7,30,81,48,81,28
69370,7,45,94,64,80,28.3
69371,8,0,94,64,78,28.4
69372,8,15,94,64,75,28.5
69373,8,30,94,64,73,28.5
69374,8,45,103,63,71,28.6
69375,9,0,103,63,70,28.6
69376,9,15,103,63,68,28.7
69377,9,30,103,63,65,28.8
69378,9,45,107,57,62,29.1
69379,10,0,107,57,60,29.1
69380,10,15,107,57,56,27.2
69381,10,45,100,51,48,30.4
69382,11,0,100,51,47,31.8
69383,11,15,100,51,43,29.7
69384,11,30,100,51,41,27.9
69385,11,45,100,51,41,25.2
69386,12,0,80,45,41,22.8
69387,12,15,80,45,38,21.8
69388,12,30,80,45,37,22.1
69389,12,45,80,45,38,24.9
69390,13,0,72,34,37,26.1
69391,13,15,72,34,36,23.4
69392,13,30,72,34,34,21.2
69393,13,45,72,34,34,20
69394,14,0,64,33,35,19.3
69395,14,15,64,33,34,20.9
69396,14,30,64,33,34,24
69397,14,45,64,33,32,26.3
69398,15,0,72,39,33,27.8
69399,15,15,72,39,34,28.7
69400,15,30,72,39,35,29.3
69401,15,45,72,39,34,29.7
69402,16,0,74,40,34,29.8
69403,16,15,74,40,34,29.9
69404,16,30,74,40,33,29.9
69405,16,45,74,40,33,29.9
69406,17,0,64,36,34,29.9
69407,17,15,64,36,34,29.8
69408,17,30,64,36,34,29.8
69409,18,0,78,36,36,29.8
69410,18,15,78,36,37,28
69411,20,45,138,48,46,23.4
69412,21,0,110,47,46,20.6
69413,21,15,110,47,46,19.1
69414,21,30,110,47,47,18.6
69415,21,45,110,47,47,18.3
69416,22,0,118,40,48,18.7
69417,22,15,118,40,49,20.7
69418,22,30,118,40,51,23.4
69419,22,45,118,40,52,25.5
69420,23,0,96,42,54,26.6
69421,23,15,96,42,56,27.4
69422,23,30,96,42,57,27.9
69423,23,45,96,42,61,28.2
69424,0,0,84,42,68,28.3
69425,0,15,84,42,73,28.4
69426,0,30,84,42,75,28.5
69427,0,45,84,42,78,28.6
69428,1,0,77,45,80,28.6
69429,1,15,77,45,81,28.6
69430,1,30,77,45,81,28.6
69431,1,45,77,45,81,28.7
69432,2,0,77,41,81,28.7
69433,2,15,77,41,81,27.5
69434,2,30,77,41,81,26.8
69435,2,45,77,41,80,30
69436,3,0,89,56,80,31.7
69437,3,15,89,56,79,29.6
69438,3,30,89,56,78,26.2
69439,3,45,89,56,77,23
69440,4,0,84,52,77,21.3
69441,4,15,84,52,77,22.6
69442,4,30,84,52,77,21.6
69443,4,45,84,52,78,19.6
69444,5,0,73,41,78,18.6
69445,5,15,73,41,78,18.9
69446,5,30,73,41,79,18.5
69447,5,45,73,41,79,18.6
69448,6,0,70,35,80,17.8
69449,6,15,70,35,81,17.9
69450,6,30,70,35,81,21.1
69451,6,45,70,35,81,24.1
69452,7,0,78,41,81,25.9
69453,7,15,78,41,81,27
69454,7,30,78,41,80,27.7
69455,7,45,78,41,78,28.1
69456,8,0,110,56,77,28.2
69457,8,15,110,56,76,28.3
69458,8,30,110,56,75,28.4
69459,8,45,110,56,72,28.6
69460,9,0,102,50,70,28.7
69461,9,15,102,50,66,28.8
69462,9,30,102,50,62,29
69463,9,45,102,50,56,29.2
69464,10,0,113,55,52,29.4
69465,10,15,113,55,48,28.9
69466,10,30,113,55,45,27.5
69467,10,45,113,55,43,30
69468,11,0,99,50,40,29.7
69469,11,15,99,50,40,27.2
69470,11,30,99,50,37,24.3
69471,11,45,99,50,38,22.5
69472,12,0,84,29,38,21.5
69473,12,15,84,29,38,20.5
69474,12,30,84,29,38,20.7
69475,12,45,84,29,36,23.1
69476,13,0,77,34,36,26
69477,13,15,77,34,36,25.5
69478,13,30,77,34,35,22.7
69479,13,45,77,34,34,20.8
69480,14,0,77,27,34,19.7
69481,14,15,77,27,34,19.9
69482,14,30,77,27,34,22.7
69483,14,45,77,27,33,25.6
69484,15,0,78,35,33,27.6
69485,15,15,78,35,33,28.8
69486,15,30,78,35,32,29.2
69487,15,45,78,35,32,29.5
69488,16,0,61,30,32,29.8
69489,16,15,61,30,32,29.9
69490,16,30,61,30,33,29.8
69491,16,45,61,30,32,29.9
69492,17,0,79,46,33,29.9
69493,17,15,79,46,33,29.9
69494,17,30,79,46,34,29.8
69495,17,45,79,46,35,29.8
69496,18,0,80,42,37,29.8
69497,18,15,80,42,38,29.4
69498,18,30,80,42,39,26.9
69499,18,45,80,42,41,28.4
69500,19,0,110,47,41,29.5
69501,19,15,110,47,42,28.1
69502,19,30,110,47,43,27.3
69503,19,45,110,47,43,27.4
69504,20,0,117,42,44,26.4
69505,20,15,117,42,44,26.8
69506,20,30,117,42,45,26.8
69507,20,45,117,42,46,26
69508,21,0,127,59,47,25
69509,21,15,127,59,47,24
69510,21,30,127,59,48,23.8
69511,21,45,127,59,50,23.7
69512,22,0,118,50,53,23.6
69513,22,15,118,50,56,23.4
69514,22,30,118,50,57,24.9
69515,22,45,118,50,58,26.6
69516,23,0,91,40,59,27.5
69517,23,15,91,40,63,28.1
69518,23,30,91,40,66,28.4
69519,23,45,91,40,68,28.8
69520,0,0,79,42,70,29.2
69521,0,15,79,42,72,29.2
69522,0,30,79,42,73,29
69523,0,45,79,42,74,28.8
69524,1,0,75,45,74,28.7
69525,1,15,75,45,75,28.8
69526,1,30,75,45,76,28.9
69527,1,45,75,45,77,29
69528,2,0,70,42,78,29
69529,2,15,70,42,79,29
69530,2,30,70,42,80,27.9
69531,2,45,70,42,80,23.4
69532,3,0,64,38,80,20.2
69533,3,15,64,38,79,18.5
69534,3,30,64,38,77,17.6
69535,3,45,64,38,77,18
69536,4,0,67,35,77,18.6
69537,4,15,67,35,76,17.5
69538,4,30,67,35,77,17.5
69539,4,45,67,35,78,17.7
69540,5,0,55,29,79,17.6
69541,5,15,55,29,81,17.7
69542,5,30,55,29,82,18
69543,5,45,55,29,82,18.1
69544,6,0,70,42,82,18
69545,6,15,70,42,83,17.8
69546,6,30,70,42,83,18.7
69547,6,45,70,42,83,21.5
69548,7,0,80,47,82,24.3
69549,7,15,80,47,81,26.1
69550,7,30,80,47,79,27.3
69551,7,45,80,47,76,28
69552,8,0,111,68,73,28.3
69553,8,15,111,68,68,28.6
69554,8,30,111,68,64,28.6
69555,8,45,111,68,61,28.8
69556,9,0,89,57,56,28.8
69557,9,15,89,57,53,28.9
69558,9,30,89,57,51,29.1
69559,9,45,89,57,49,29.4
69560,10,0,80,44,48,29.5
69561,10,15,80,44,46,29.7
69562,10,30,80,44,44,29.3
69563,10,45,80,44,43,25.6
69564,11,0,68,39,42,22.7
69565,11,15,68,39,40,25.3
69566,11,30,68,39,39,28.4
69567,11,45,68,39,38,28.6
69568,12,0,78,33,37,30
69569,12,15,78,33,37,27.9
69570,12,30,78,33,37,25.5
69571,12,45,78,33,37,25.4
69572,13,0,62,20,36,23.3
69573,13,15,62,20,35,21.3
69574,13,30,62,20,35,20.1
69575,13,45,62,20,35,19.4
69576,14,0,55,19,35,19.7
69577,14,15,55,19,34,23.4
69578,14,30,55,19,34,24.5
69579,14,45,55,19,34,23.8
69580,15,0,56,28,33,25.6
69581,15,15,56,28,34,27.3
69582,15,30,56,28,34,28.3
69583,15,45,56,28,35,29.1
69584,16,0,45,25,35,29.6
69585,16,15,45,25,34,29.9
69586,16,30,45,25,35,30
69587,16,45,45,25,37,30
69588,17,0,73,28,37,29.9
69589,17,15,73,28,38,29.8
69590,17,30,73,28,38,29.9
69591,17,45,73,28,39,29.8
69592,18,0,73,34,41,29.8
69593,18,15,73,34,42,29.7
69594,18,30,73,34,42,29.8
69595,18,45,73,34,43,28.8
69596,19,0,151,50,44,25
69597,19,15,151,50,44,25
69598,19,30,151,50,45,26.2
69599,19,45,151,50,46,25.6
69600,20,0,111,48,48,23.2
69601,20,15,111,48,50,20.8
69602,20,30,111,48,52,19.7
69603,20,45,111,48,54,19
69604,21,0,88,42,55,18.4
69605,21,15,88,42,57,18
69606,21,30,88,42,58,18.2
69607,21,45,88,42,60,18.2
69608,22,0,63,29,62,17.5
69609,22,15,63,29,63,16.8
69610,22,30,63,29,64,17
69611,22,45,63,29,66,17.7
69612,23,0,57,25,67,20.6
69613,23,15,57,25,68,23.7
69614,23,30,57,25,70,25.6
69615,23,45,57,25,71,26.9
69616,0,0,45,28,73,27.6
69617,0,15,45,28,75,28
69618,0,30,45,28,77,28.3
69619,0,45,45,28,77,28.4
69620,1,0,46,23,78,28.5
69621,1,15,46,23,79,28.5
69622,1,30,46,23,80,28.6
69623,1,45,45,23,81,28.7
69624,2,0,45,23,81,28.7
69625,2,15,45,23,81,28.7
69626,2,30,45,23,81,28.8
69627,2,45,40,23,82,28.3
69628,3,0,40,24,82,25
69629,3,15,40,24,83,23
69630,3,30,40,24,83,24.4
69631,3,45,51,24,83,26.9
69632,4,0,51,38,83,27.6
69633,4,15,51,38,84,28.4
69634,4,30,51,38,84,27.1
69635,4,45,46,38,84,23.4
69636,5,0,46,25,84,21.1
69637,5,15,46,25,84,19.6
69638,5,30,46,25,84,18.5
69639,5,45,59,25,84,17.7
69640,6,0,59,29,84,16.9
69641,6,15,59,29,84,17.6
69642,6,30,59,29,84,22
69643,6,45,81,29,84,25.8
69644,7,0,81,56,83,27.4
69645,7,15,81,56,83,27.9
69646,7,30,81,56,80,28.2
69647,7,45,94,56,76,28.4
69648,8,0,94,50,71,28.6
69649,8,15,94,50,66,28.7
69650,8,30,94,50,59,28.7
69651,8,45,97,50,54,28.9
69652,9,0,97,50,51,29
69653,9,15,97,50,49,29.2
69654,9,30,97,50,47,29.4
69655,9,45,96,50,44,29.6
69656,10,0,96,40,42,29.6
69657,10,15,96,40,39,29.8
69658,10,30,96,40,38,30
69659,10,45,96,40,36,29.3
69660,11,0,80,28,36,26
69661,11,15,80,28,36,25.1
69662,11,30,80,28,35,24.5
69663,11,45,67,28,35,23.4
69664,12,0,67,16,35,22.4
69665,12,15,67,16,34,22.6
69666,12,30,67,16,35,23.2
69667,12,45,50,16,34,23.1
69668,13,0,50,19,34,22.9
69669,13,30,50,19,34,22.3
69670,13,45,47,19,34,21.8
69671,14,0,47,20,33,21.5
69672,14,15,47,20,33,22.6
69673,14,30,47,20,33,23.1
69674,14,45,47,20,34,23.6
69675,15,0,48,20,33,25.4
69676,15,15,48,20,33,27
69677,15,30,48,20,33,28.2
69678,15,45,48,20,34,29
69679,16,0,46,16,34,29.6
69680,16,15,46,16,34,29.6
69681,16,30,46,16,35,29
69682,16,45,46,16,36,28
69683,17,0,52,24,36,26.8
69684,17,30,52,24,38,25
69685,17,45,52,24,39,24.5
69686,18,0,57,20,40,24
69687,18,15,57,20,42,23.7
69688,18,30,57,20,44,23.6
69689,18,45,57,20,46,23.5
69690,19,0,80,28,47,21.2
69691,19,15,80,28,48,20.9
69692,19,30,80,28,49,23.3
69693,19,45,80,28,51,24.8
69694,20,0,86,33,52,25.2
69695,20,15,86,33,53,25.7
69696,20,30,86,33,54,26.1
69697,20,45,86,33,56,25
69698,21,0,85,38,58,21.5
69699,21,15,85,38,61,19.6
69700,21,30,85,38,63,19.1
69701,21,45,85,38,65,20.8
69702,22,0,79,39,67,22.8
69703,22,15,79,39,69,23.5
69704,22,30,79,39,70,24.7
69705,22,45,79,39,72,25.5
69706,23,0,74,46,73,26.9
69707,23,15,74,46,74,27.2
69708,23,30,74,46,76,26.3
69709,23,45,74,46,78,25.2
69710,0,0,67,33,79,24.5
69711,0,15,67,33,79,24.2
69712,0,30,67,33,78,23.9
69713,0,45,67,33,78,23.9
69714,1,0,72,36,77,23.8
69715,1,15,72,36,77,23.7
69716,1,30,72,36,76,23.6
69717,1,45,72,36,76,23.7
69718,2,0,70,39,76,23.6
69719,2,15,70,39,76,23.6
69720,2,30,70,39,76,23.7
69721,2,45,70,39,76,23.7
69722,3,0,70,36,77,22.4
69723,3,15,70,36,78,22.1
69724,3,30,70,36,77,25.8
69725,3,45,70,36,78,27.2
69726,4,0,66,40,79,26.7
69727,4,15,66,40,79,26.4
69728,4,30,66,40,79,26.7
69729,4,45,66,40,79,26.6
69730,5,0,62,42,78,25.9
69731,5,15,62,42,78,26.5
69732,5,30,62,42,79,24
69733,5,45,62,42,79,21.5
69734,6,0,63,36,79,20.2
69735,6,15,63,36,81,20
69736,6,30,63,36,81,19.2
69737,6,45,63,36,82,18.1
69738,7,0,73,41,82,18.9
69739,7,15,73,41,82,21
69740,7,30,73,41,79,22.9
69741,7,45,73,41,68,23.9
69742,8,0,80,47,58,23.9
69743,8,15,80,47,48,23.7
69744,8,30,80,47,46,23.6
69745,8,45,80,47,46,23.7
69746,9,0,68,24,48,23.5
69747,9,15,68,24,50,23.5
69748,9,30,68,24,51,23.5
69749,9,45,68,24,52,23.6
69750,10,0,74,27,50,23.6
69751,10,15,74,27,51,23.6
69752,10,30,74,27,49,23.6
69753,10,45,74,27,47,23.7
69754,11,0,68,23,47,23.5
69755,11,15,68,23,48,21
69756,11,30,68,23,47,18.9
69757,11,45,68,23,47,22.1
69758,12,0,79,39,46,26.4
69759,12,15,79,39,44,29.4
69760,12,30,79,39,44,31.6
69761,12,45,79,39,44,31.4
69762,13,0,74,33,44,29.1
69763,13,15,74,33,43,27.9
69764,13,30,74,33,42,25.6
69765,13,45,74,33,40,24.3
69766,14,0,75,25,39,25
69767,14,15,75,25,40,23.7
69768,14,30,75,25,40,22.1
69769,14,45,75,25,41,21.3
69770,15,0,66,30,40,20.7
69771,15,15,66,30,40,22.2
69772,15,30,66,30,41,24
69773,15,45,66,30,40,24.8
69774,16,0,75,29,40,24.8
69775,16,15,75,29,40,24.6
69776,16,30,75,29,41,24.4
69777,16,45,75,29,41,24.3
69778,17,0,75,29,42,24.2
69779,17,15,75,29,43,24.3
69780,17,30,75,29,43,24.5
69781,17,45,75,29,44,24.6
69782,18,0,83,36,46,24.6
69783,18,15,83,36,46,24.6
69784,18,30,83,36,48,24.5
69785,18,45,83,36,49,24.6
69786,19,0,105,46,48,24.4
69787,19,15,105,46,48,22.5
69788,19,30,105,46,50,23.6
69789,19,45,105,46,53,26.9
69790,20,0,113,52,56,26.3
69791,20,15,113,52,57,24.4
69792,20,30,113,52,58,21.9
69793,20,45,113,52,59,20.4
69794,21,0,78,41,60,19.8
69795,21,15,78,41,60,19.6
69796,21,30,78,41,61,20.2
69797,21,45,78,41,62,20.1
69798,22,0,92,55,63,21.3
69799,22,15,92,55,62,23.4
69800,22,30,92,55,62,23.8
69801,22,45,92,55,63,23.3
69802,23,0,96,59,64,23.6
69803,23,15,96,59,65,24.1
69804,23,30,96,59,67,24.8
69805,23,45,96,59,68,24.9
69806,0,0,100,57,70,24.7
69807,0,15,100,57,70,24.5
69808,0,30,100,57,69,24.6
69809,0,45,100,57,68,24.6
69810,1,0,86,52,68,24.6
69811,1,15,86,52,69,24.6
69812,1,30,86,52,69,24.6
69813,1,45,86,52,69,24.6
69814,2,0,72,44,68,24.5
69815,2,15,72,44,65,24.5
69816,2,30,72,44,62,24.5
69817,2,45,72,44,62,24.7
69818,3,0,75,48,62,24.8
69819,3,15,75,48,61,23
69820,3,30,75,48,62,19.2
69821,3,45,75,48,61,19.4
69822,4,0,77,47,60,23.6
69823,4,15,77,47,59,27
69824,4,30,77,47,59,27.3
69825,4,45,77,47,59,26.3
69826,5,0,79,56,60,25.9
69827,5,15,79,56,61,26
69828,5,30,79,56,61,25.3
69829,5,45,79,56,61,24.6
69830,6,0,83,52,60,24.5
69831,6,15,83,52,61,24.7
69832,6,30,83,52,62,24.1
69833,6,45,83,52,62,24.1
69834,7,0,99,59,61,23.5
69835,7,15,99,59,59,23.6
69836,7,30,99,59,57,24.6
69837,7,45,99,59,54,24.9
69838,8,0,149,80,52,24.7
69839,8,15,149,80,48,24.7
69840,8,30,149,80,44,24.6
69841,8,45,149,80,43,24.6
69842,9,0,141,66,41,24.6
69843,9,15,141,66,40,24.6
69844,9,30,141,66,39,24.6
69845,9,45,141,66,38,24.6
69846,10,0,129,52,39,24.6
69847,10,15,129,52,39,24.6
69848,10,30,129,52,39,24.9
69849,10,45,129,52,38,24.8
69850,11,0,108,53,37,24.8
69851,11,15,108,53,36,24.2
69852,11,30,108,53,36,24.2
69853,11,45,108,53,35,28
69854,12,0,107,46,35,27.4
69855,12,15,107,46,35,25.9
69856,12,30,107,46,34,25.7
69857,12,45,107,46,34,26
69858,13,0,83,41,34,25
69859,13,15,83,41,34,22.7
69860,13,30,83,41,34,21.5
69861,13,45,83,41,33,21.3
69862,14,0,80,40,32,23.5
69863,14,15,80,40,33,22.5
69864,14,30,80,40,32,20.5
69865,14,45,80,40,32,19.5
69866,15,0,94,42,32,18.8
69867,15,15,94,42,32,19.3
69868,15,30,94,42,31,21.7
69869,15,45,94,42,31,23.2
69870,16,0,75,39,31,23.8
69871,16,15,75,39,32,24.1
69872,16,30,75,39,32,24.2
69873,16,45,75,39,33,24.5
69874,17,0,83,39,33,24.6
69875,17,15,83,39,33,24.7
69876,17,30,83,39,34,24.7
69877,17,45,83,39,35,24.6
69878,18,0,119,50,35,24.6
69879,18,15,119,50,36,24.6
69880,18,30,119,50,37,24.6
69881,18,45,119,50,37,24.6
69882,19,0,122,50,38,24.6
69883,19,15,122,50,38,23.8
69884,19,30,122,50,40,23.2
69885,19,45,122,50,41,26.7
69886,20,0,172,68,41,28.1
69887,20,15,172,68,43,27.1
69888,20,30,172,68,45,26.2
69889,20,45,172,68,49,24.5
69890,21,0,128,61,51,21.9
69891,21,15,128,61,53,20.5
69892,21,30,128,61,54,22.2
69893,21,45,128,61,55,22.7
69894,22,0,106,48,56,19.8
69895,22,15,106,48,58,18
69896,22,30,106,48,59,17
69897,22,45,106,48,60,16.5
69898,23,0,91,42,60,16.9
69899,23,15,91,42,61,17.1
69900,23,30,91,42,62,19.3
69901,23,45,91,42,63,21.5
69902,0,0,78,41,64,22.6
69903,0,15,78,41,65,23.5
69904,0,30,78,41,66,24.1
69905,0,45,78,41,67,24.4
69906,1,0,80,45,68,24.5
69907,1,15,80,45,68,24.5
69908,1,30,80,45,68,24.5
69909,1,45,80,45,68,24.5
69910,2,0,79,45,68,24.5
69911,2,15,79,45,68,24.6
69912,2,30,79,45,67,24.6
69913,2,45,79,45,67,24.6
69914,3,0,74,40,66,24.7
69915,3,15,74,40,66,24.5
69916,3,30,74,40,65,21.1
69917,3,45,74,40,65,18.8
69918,4,0,80,47,65,20.1
69919,4,15,80,47,65,24
